scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Z,14500001,14550000,14523401,650,178,7.0156,10.0522,-0.1779,-0.0608,-0.0468
Z,14550001,14600000,14575505,468,129,4.0768,15.7083,-0.5879,-0.4451,-0.2625
Z,14600001,14650000,14626404,652,181,10.5811,8.2409,0.1243,0.0753,0.0409
Z,14650001,14700000,14672895,679,226,7.3163,8.1461,-0.0537,-0.0148,-0.0105
Z,14700001,14750000,14725896,674,175,5.5596,1.0669,0.678,0.0891,0.0806
Z,14750001,14800000,14775768,770,253,0.7593,2.7642,-0.569,-0.0934,-0.0749
Z,14800001,14850000,14824453,762,293,8.8374,12.659,-0.1778,-0.0852,-0.0544
Z,14850001,14900000,14876584,624,203,1.1579,12.3077,-0.828,-0.3954,-0.1694
Z,14900001,14950000,14921872,560,255,6.4859,9.7132,-0.1992,-0.0573,-0.0389
Z,14950001,15000000,14974330,460,180,26.7876,0.198,0.9853,0.8612,0.6096
Z,15000001,15050000,15027026,306,69,13.7449,0.0165,0.9976,0.8231,0.6628
Z,15050001,15100000,15076089,295,101,2.1524,1.6627,0.1283,0.0149,0.0137
Z,15100001,15150000,15124503,295,90,0.4486,0.5658,-0.1156,-0.0038,-0.0035
Z,15150001,15200000,15176975,439,140,4.6148,0.8025,0.7037,0.1914,0.139
Z,15200001,15250000,15225175,371,88,4.0563,0.4194,0.8126,0.1561,0.1498
Z,15250001,15300000,15276026,313,139,2.0226,1.2557,0.234,0.0251,0.0235
